chr	start	end	name	strand	source	rank_peco	pve_peco
hs11	1411129	1483919	BRSK2	+	H. sapiens	369	0.00218313502953216
hs17	47481414	47492246	PHB	-	H. sapiens	370	0.00217955617585042
hs8	22435792	22455538	PDLIM2	+	H. sapiens	371	0.00217731694921408
hs18	32831032	32870196	ZSCAN30	-	H. sapiens	372	0.00216183845591944
hs1	156278759	156337664	CCT3	-	H. sapiens	373	0.00215777644630544
hs1	40627045	40706593	RLF	+	H. sapiens	374	0.00215582336944642
hs5	150400124	150408554	GPX3	+	H. sapiens	375	0.00214660433704528
hs6	163148164	163736524	PACRG	+	H. sapiens	376	0.00214004525571232
hs1	241660903	241683061	FH	-	H. sapiens	377	0.0021366256746177
hs14	89029253	89079853	ZC3H14	+	H. sapiens	378	0.00213446695493269
hs3	14860469	14975895	FGD5	+	H. sapiens	379	0.00213330336019091
hs9	130823512	130830485	NAIF1	-	H. sapiens	380	0.00212455353649998
hs3	155538813	155572218	SLC33A1	-	H. sapiens	381	0.00211662550979297
hs12	129337972	129469509	GLT1D1	+	H. sapiens	382	0.002111543014363
hs12	117581146	117628336	FBXO21	-	H. sapiens	383	0.002088291783926
hs3	179322478	179345435	NDUFB5	+	H. sapiens	384	0.00208804486590775
hs12	131356424	131362223	RAN	+	H. sapiens	385	0.00207460701182627
hs10	5807186	5884095	GDI2	-	H. sapiens	386	0.00207210661009416
hs6	31783291	31785723	HSPA1A	+	H. sapiens	387	0.00206261287641152
hs11	125753509	125770543	HYLS1	+	H. sapiens	388	0.00206077457241938
hs7	152341864	152373250	XRCC2	-	H. sapiens	389	0.00206004916422919
hs5	32354456	32444867	ZFR	-	H. sapiens	390	0.00205691269888542
hs22	30972612	31003070	PES1	-	H. sapiens	391	0.00205660947157826
hs1	59246465	59249785	JUN	-	H. sapiens	392	0.0020525235782084
hs4	184365744	184369351	CDKN2AIP	+	H. sapiens	393	0.00204046084514242
hs18	9546789	9615238	PPP4R1	-	H. sapiens	394	0.00203216076402735
hs3	23244511	23633284	UBE2E2	+	H. sapiens	395	0.00203032502214628
hs8	37962760	38001594	ASH2L	+	H. sapiens	396	0.00202618383743602
hs4	95373037	95589377	PDLIM5	+	H. sapiens	397	0.00202617352436929
hs14	23369854	23388393	RBM23	-	H. sapiens	398	0.0020185685490528
hs15	49170083	49172380	EID1	+	H. sapiens	399	0.00200824741472461
hs1	25664408	25688852	TMEM50A	+	H. sapiens	400	0.00200186142399728
hs1	154975127	154990998	ZBTB7B	+	H. sapiens	401	0.00199970683309603
hs12	498439	551811	CCDC77	+	H. sapiens	402	0.001993142021118
hs19	13049392	13055303	CALR	+	H. sapiens	403	0.00198969804734339
hs19	52800430	52829175	ZNF480	+	H. sapiens	404	0.00198673214190959
hs2	96914254	96931732	TMEM127	-	H. sapiens	405	0.0019866118448173
hs3	142683339	142779567	U2SURP	+	H. sapiens	406	0.00197840828139551
hs11	3659733	3663546	ART5	-	H. sapiens	407	0.00197514551242028
hs4	120133742	120216672	USP53	+	H. sapiens	408	0.00196272005798626
hs20	61472467	61493115	TCFL5	-	H. sapiens	409	0.00193935149291291
hs11	46722368	46727462	ZNF408	+	H. sapiens	410	0.00193809412585866
hs11	64888100	64889945	FAU	-	H. sapiens	411	0.00192938408278331
hs21	34876238	34915797	GART	-	H. sapiens	412	0.00192866244608092
hs19	49990811	49995565	RPL13A	+	H. sapiens	413	0.00192550960211213
hs9	36036430	36124448	RECK	+	H. sapiens	414	0.00192366299023528
hs1	173768688	173793858	CENPL	-	H. sapiens	415	0.00191869115989951
hs14	21966277	21979517	METTL3	-	H. sapiens	416	0.00191645446527755
hs20	25593571	25604811	NANP	-	H. sapiens	417	0.00191489232093056
hs19	11453452	11457194	TMEM205	-	H. sapiens	418	0.00191230945629861
hs12	123868320	123893905	SETD8	+	H. sapiens	419	0.00191199696735378
hs12	58141510	58149796	CDK4	-	H. sapiens	420	0.00190886703204241
hs1	2323267	2336883	RER1	+	H. sapiens	421	0.00189637630534156
hs5	149737202	149779871	TCOF1	+	H. sapiens	422	0.00188943980429301
hs4	140222609	140341187	NAA15	+	H. sapiens	423	0.00188060348159425
hs15	41245160	41248710	CHAC1	+	H. sapiens	424	0.00187918810787702
hs14	93703896	93799438	BTBD7	-	H. sapiens	425	0.00187717806602572
hs10	99185917	99193198	PGAM1	+	H. sapiens	426	0.00187583382435752
hs12	2986389	3050306	TULP3	+	H. sapiens	427	0.00187513309625686
hs2	219433303	219461803	RQCD1	+	H. sapiens	428	0.00187254377085089
hs12	102271129	102405908	DRAM1	+	H. sapiens	429	0.00186572784470973
hs8	118806729	119124092	EXT1	-	H. sapiens	430	0.00185938505778671
hs12	69080514	69136785	NUP107	+	H. sapiens	431	0.00185206749520306
hs5	140698057	140700330	TAF7	-	H. sapiens	432	0.00184979807056218
hs6	44214824	44221620	HSP90AB1	+	H. sapiens	433	0.0018468617444316
hs9	127997132	128003609	HSPA5	-	H. sapiens	434	0.00184534415193616
hs2	10923517	10978103	PDIA6	-	H. sapiens	435	0.00183991569734776
hs11	560404	564021	RASSF7	+	H. sapiens	436	0.00183849005130388
hs17	26941458	26972472	KIAA0100	-	H. sapiens	437	0.00183788278071007
hs16	11929056	11945442	RSL1D1	-	H. sapiens	438	0.00183757867984269
hs17	647654	657239	GEMIN4	-	H. sapiens	439	0.00182998946016621
hs12	113623331	113630173	RITA1	+	H. sapiens	440	0.00182878789454255
hs4	166282346	166419472	CPE	+	H. sapiens	441	0.00181745109860543
hs1	156638555	156647189	NES	-	H. sapiens	442	0.00181588577324465
hs1	71528974	71546980	ZRANB2	-	H. sapiens	443	0.00181188789019171
hs2	206858445	206951027	INO80D	-	H. sapiens	444	0.00180942767312087
hs9	127279554	127533589	NR6A1	-	H. sapiens	445	0.00180919402362412
hs4	57259528	57301781	PPAT	-	H. sapiens	446	0.00180780730562569
hs11	45825623	45834566	SLC35C1	+	H. sapiens	447	0.00180713624849915
hs1	185126212	185260897	SWT1	+	H. sapiens	448	0.00180292991934961
hs17	27071002	27077974	TRAF4	+	H. sapiens	449	0.00180268723142396
hs19	36605191	36616849	TBCB	+	H. sapiens	450	0.00180065109018002
hs13	114145310	114204542	TMCO3	+	H. sapiens	451	0.00179989933789981
hs14	35221937	35344853	BAZ1A	-	H. sapiens	452	0.00179913124746744
hs8	145635126	145642279	SLC39A4	-	H. sapiens	453	0.00179701439578261
hs5	2745959	2752969	IRX2	-	H. sapiens	454	0.00179324099385991
hs16	103010	107669	SNRNP25	+	H. sapiens	455	0.00179172325627008
hs7	33944523	34195484	BMPER	+	H. sapiens	456	0.00178420187587858
hsX	16857406	16888537	RBBP7	-	H. sapiens	457	0.00178384647979279
hs7	112402437	112430647	TMEM168	-	H. sapiens	458	0.00178263280126267
hs1	110210644	110252171	GSTM2	+	H. sapiens	459	0.0017793326835156
hs17	38375556	38440388	WIPF2	+	H. sapiens	460	0.00177264317386816
hs11	767220	777488	PDDC1	-	H. sapiens	461	0.00177253123068499
hs20	47729878	47804904	STAU1	-	H. sapiens	462	0.00177136690933821
hs22	36906897	36925483	EIF3D	-	H. sapiens	463	0.00176892542460294
hs11	58672871	58811000	GLYATL1	+	H. sapiens	464	0.00176707875197668
hs19	50364461	50371166	PNKP	-	H. sapiens	465	0.00176312573378434
hs9	132371163	132398209	NTMT1	+	H. sapiens	466	0.00176050769562119
hs1	86046444	86049645	CYR61	+	H. sapiens	467	0.00175687190758533
hs19	47278140	47291851	SLC1A5	-	H. sapiens	468	0.00175686529803487
hs19	29698173	29704448	UQCRFS1	-	H. sapiens	469	0.00175511112983762
hs9	71320575	71624092	PIP5K1B	+	H. sapiens	470	0.00175441258024223
hs20	17937623	18039832	OVOL2	-	H. sapiens	471	0.00175055494624399
hs12	49329506	49351334	ARF3	-	H. sapiens	472	0.00174640115830227
hs9	130928343	130966662	CIZ1	-	H. sapiens	473	0.00174508774257698
hs1	87328132	87380107	SEP15	-	H. sapiens	474	0.00174380811032504
hs19	9945933	9960358	PIN1	+	H. sapiens	475	0.0017297028774752
hs8	61429416	61536186	RAB2A	+	H. sapiens	476	0.00172467844322444
hs6	32811913	32827362	PSMB9	+	H. sapiens	477	0.00172171464364534
hs2	62051989	62081278	FAM161A	-	H. sapiens	478	0.0017201229246715
hs17	40276994	40307035	RAB5C	-	H. sapiens	479	0.00171906180061876
hs6	30539153	30564956	ABCF1	+	H. sapiens	480	0.00171678669577535
hs12	7074490	7079988	PHB2	-	H. sapiens	481	0.00171235355751798
hs5	134669590	134735604	H2AFY	-	H. sapiens	482	0.00171188400258859
hs1	2115903	2144159	C1orf86	-	H. sapiens	483	0.00171101853508659
hs2	73989311	74007284	DUSP11	-	H. sapiens	484	0.0017078896963616
hs14	75894419	75940814	JDP2	+	H. sapiens	485	0.00170651894513885
hs11	64781585	64789656	ARL2	+	H. sapiens	486	0.00170364226047137
hs14	23764852	23772057	PPP1R3E	-	H. sapiens	487	0.00170265873661046
hs11	57435219	57468659	ZDHHC5	+	H. sapiens	488	0.00170159147494842
hs16	29911696	29931185	ASPHD1	+	H. sapiens	489	0.00170133016999785
hs16	58033450	58055522	USB1	+	H. sapiens	490	0.00170030672164068
hs2	27422455	27435826	SLC5A6	-	H. sapiens	491	0.00170022751731724
hs3	13573824	13679922	FBLN2	+	H. sapiens	492	0.00169960773825084
hs1	161007421	161008780	TSTD1	-	H. sapiens	493	0.00169833534531361
hs13	53277399	53313947	LECT1	-	H. sapiens	494	0.00169725374154273
hs10	70320413	70454239	TET1	+	H. sapiens	495	0.00169712683790224
hs9	15163620	15307358	TTC39B	-	H. sapiens	496	0.00169653666455072
hs4	113460492	113558151	C4orf21	-	H. sapiens	497	0.00169627129102534
hs10	97803151	97820627	CCNJ	+	H. sapiens	498	0.00169620600729725
hs5	115140430	115152651	CDO1	-	H. sapiens	499	0.00169584964178948
hs1	32479430	32526451	KHDRBS1	+	H. sapiens	500	0.00169579905116257
hs19	54618837	54635140	PRPF31	+	H. sapiens	501	0.0016933892254225
hs19	37205285	37263727	ZNF850	-	H. sapiens	502	0.00169246024521985
hs18	641320	658340	C18orf56	-	H. sapiens	503	0.00168215815334971
hs19	19229978	19249322	TMEM161A	-	H. sapiens	504	0.00167791538301743
hs19	54677107	54693733	MBOAT7	-	H. sapiens	505	0.00167617151802535
hs10	12171636	12211960	SEC61A2	+	H. sapiens	506	0.00167505901316178
hs5	34656342	34832732	RAI14	+	H. sapiens	507	0.00167476237600694
hs1	28525967	28559536	DNAJC8	-	H. sapiens	508	0.00167231446231497
hs16	88744090	88752901	SNAI3	-	H. sapiens	509	0.00166910522839114
hs15	45315302	45369383	SORD	+	H. sapiens	510	0.001663409928499
hs14	23594504	23652883	SLC7A8	-	H. sapiens	511	0.00165965084764252
hs10	43278249	43330385	BMS1	+	H. sapiens	512	0.00165706815499433
hs3	32280171	32411817	CMTM8	+	H. sapiens	513	0.00165305055347231
hs5	64064757	64314590	CWC27	+	H. sapiens	514	0.00164289901866299
hs4	57301907	57327534	PAICS	+	H. sapiens	515	0.00164187512965686
hs16	1494935	1525581	CLCN7	-	H. sapiens	516	0.00164080730460647
hs9	138824815	138853226	UBAC1	-	H. sapiens	517	0.00164079443551057
hs19	1852399	1863567	KLF16	-	H. sapiens	518	0.00164008368707047
hs3	127770484	127790526	SEC61A1	+	H. sapiens	519	0.00163781853299894
hs12	13127798	13153207	HEBP1	-	H. sapiens	520	0.00163772491495406
hs11	47199076	47207994	PACSIN3	-	H. sapiens	521	0.00163300206761441
hs2	37326353	37384208	EIF2AK2	-	H. sapiens	522	0.00163155555974726
hs9	32540542	32552551	TOPORS	-	H. sapiens	523	0.00162758072097735
hs18	9913999	9960018	VAPA	+	H. sapiens	524	0.00162026513393587
hsX	101854096	101859087	ARMCX5	+	H. sapiens	525	0.00161444856455217
hs18	18526867	18691812	ROCK1	-	H. sapiens	526	0.00161438657586155
hs20	57034157	57090187	APCDD1L	-	H. sapiens	527	0.00161397172003463
hs3	57231944	57260549	HESX1	-	H. sapiens	528	0.00161223678713918
hs3	197615946	197687013	IQCG	-	H. sapiens	529	0.00161173258250502
hs1	153591263	153606568	S100A13	-	H. sapiens	530	0.00161020403610301
hs11	120195838	120204391	TMEM136	+	H. sapiens	531	0.00160949888810702
hs9	135906076	135933890	GTF3C5	+	H. sapiens	532	0.00160821495947117
hs11	64073044	64084215	ESRRA	+	H. sapiens	533	0.0016050750806057
hs21	15588451	15600693	RBM11	+	H. sapiens	534	0.00160367605089085
hs5	106712590	107006596	EFNA5	-	H. sapiens	535	0.00159850048147747
hs2	170550998	170633499	KLHL23	+	H. sapiens	536	0.00159712223753261
hs6	35541362	35696360	FKBP5	-	H. sapiens	537	0.00159601503663298
hs12	124104953	124118313	EIF2B1	-	H. sapiens	538	0.00159584717440464
hs1	204372515	204380919	PPP1R15B	-	H. sapiens	539	0.00159548265697818
hs6	31654726	31671221	ABHD16A	-	H. sapiens	540	0.001595011565102
hsX	114795501	114885181	PLS3	+	H. sapiens	541	0.00159355232386549
hs1	206858289	206907628	MAPKAPK2	+	H. sapiens	542	0.00159230826530565
hs1	236378855	236445319	ERO1LB	-	H. sapiens	543	0.00158037480748752
hs5	145492601	145562223	LARS	-	H. sapiens	544	0.00157960932753243
hs19	58141761	58154147	ZNF211	+	H. sapiens	545	0.00157930310996623
hs1	21543740	21671997	ECE1	-	H. sapiens	546	0.0015789822007316
hs8	95731931	95806064	DPY19L4	+	H. sapiens	547	0.00157836970523784
hs10	123716603	123734732	NSMCE4A	-	H. sapiens	548	0.001575977923303
hs7	75162621	75368280	HIP1	-	H. sapiens	549	0.00156666370136038
hs14	64854749	64926722	MTHFD1	+	H. sapiens	550	0.00156506348010099
hs5	127419458	127525380	SLC12A2	+	H. sapiens	551	0.00156385676758353
hs16	2227184	2246526	CASKIN1	-	H. sapiens	552	0.00155894000863321
hs2	203130439	203168389	NOP58	+	H. sapiens	553	0.00155831436810516
hs4	174089904	174245118	GALNT7	+	H. sapiens	554	0.00155359684359868
hs3	46616045	46668033	TDGF1	+	H. sapiens	555	0.00155265820327166
hs9	133589333	133763062	ABL1	+	H. sapiens	556	0.00154742412749664
hs1	27022524	27108595	ARID1A	+	H. sapiens	557	0.00154741383389556
hs5	177576461	177580968	NHP2	-	H. sapiens	558	0.00154722817767583
hsX	102831159	102842657	TCEAL4	+	H. sapiens	559	0.00154416804537438
hs8	42032236	42065242	PLAT	-	H. sapiens	560	0.00153745146070616
hs3	49052921	49059726	DALRD3	-	H. sapiens	561	0.00153739303860589
hs22	41220539	41253026	ST13	-	H. sapiens	562	0.00153527432296097
hs21	46269500	46293752	PTTG1IP	-	H. sapiens	563	0.00153052159221112
hs6	31795512	31798031	HSPA1B	+	H. sapiens	564	0.00152856682883029
hs13	111175417	111214080	RAB20	-	H. sapiens	565	0.00152648500975761
hs7	5938356	5965605	CCZ1	+	H. sapiens	566	0.0015260425323792
hs11	64002010	64006259	VEGFB	+	H. sapiens	567	0.00152426050855947
hs3	122399465	122449687	PARP14	+	H. sapiens	568	0.0015221135075173
hs2	3383446	3488865	TRAPPC12	+	H. sapiens	569	0.00152056523833077
hs19	11309971	11373157	DOCK6	-	H. sapiens	570	0.00152046951211249
hs19	54693789	54697585	TSEN34	+	H. sapiens	571	0.00151926598518903
hs9	102668915	102732618	STX17	+	H. sapiens	572	0.00151831510949918
hs6	26055968	26056699	HIST1H1C	-	H. sapiens	573	0.00151673389817641
hs15	89787180	89860492	FANCI	+	H. sapiens	574	0.00151491204277687
hs1	32716840	32751766	LCK	+	H. sapiens	575	0.00151169699671161
hs7	30464143	30518400	NOD1	-	H. sapiens	576	0.00151074885068481
hsMT	8366	8572	MT-ATP8	+	H. sapiens	577	0.00150919696114715
hs1	201103900	201140702	TMEM9	-	H. sapiens	578	0.00150381905117114
hs6	96463860	96663488	FUT9	+	H. sapiens	579	0.00150117230010227
hs17	33905065	34053436	AP2B1	+	H. sapiens	580	0.00150101627762034
hs7	99690351	99699563	MCM7	-	H. sapiens	581	0.00150089398272024
hs2	230628554	230787955	TRIP12	-	H. sapiens	582	0.00150051446462296
hs11	12398732	12552348	PARVA	+	H. sapiens	583	0.00149963095842109
hs11	68474908	68519032	MTL5	-	H. sapiens	584	0.00149948575480163
hs2	10262455	10271545	RRM2	+	H. sapiens	585	0.00149864824557322
hs2	85581517	85618875	ELMOD3	+	H. sapiens	586	0.00149717608704503
hs7	35672269	35735181	HERPUD2	-	H. sapiens	587	0.00149702429390897
hs1	53068044	53074723	GPX7	+	H. sapiens	588	0.00149564410905079
hs6	35226686	35263762	ZNF76	+	H. sapiens	589	0.00149020779657316
hs7	99704693	99717464	TAF6	-	H. sapiens	590	0.0014889981207139
hs12	4647950	4669214	RAD51AP1	+	H. sapiens	591	0.00148685341525845
hs4	41258430	41270472	UCHL1	+	H. sapiens	592	0.00148328001691078
hs6	28292470	28324048	ZSCAN31	-	H. sapiens	593	0.0014817050678414
hs16	56700643	56701977	MT1G	-	H. sapiens	594	0.00147962703929916
hs21	38595721	38640262	DSCR3	-	H. sapiens	595	0.0014776153561491
hs6	107018903	107077373	RTN4IP1	-	H. sapiens	596	0.00147484374761164
hs19	17378159	17392058	BABAM1	+	H. sapiens	597	0.00147262238114776
hs17	49039535	49198226	SPAG9	-	H. sapiens	598	0.0014712255194953
hs1	26798941	26802463	HMGN2	+	H. sapiens	599	0.0014709862330381
hsX	85116185	85302566	CHM	-	H. sapiens	600	0.00146982251599859
hs20	18568537	18744561	DTD1	+	H. sapiens	601	0.0014679154802012
hs7	36192758	36341152	EEPD1	+	H. sapiens	602	0.00146681858552766
hs3	49396578	49450431	RHOA	-	H. sapiens	603	0.001464198038297
hs11	64085560	64089283	PRDX5	+	H. sapiens	604	0.00146344215448291
hs8	22132810	22215076	PIWIL2	+	H. sapiens	605	0.00145940613916151
hs1	230778235	230829728	COG2	+	H. sapiens	606	0.00145908259621352
hs1	44444615	44456840	B4GALT2	+	H. sapiens	607	0.00145277634072472
hs16	3064713	3070072	CLDN6	-	H. sapiens	608	0.00144988717037653
hs6	38643701	38670917	GLO1	-	H. sapiens	609	0.00144754659117274
hs14	35451163	35498773	SRP54	+	H. sapiens	610	0.00144668396337977
hs17	7476024	7482323	EIF4A1	+	H. sapiens	611	0.00144641449683791
hs15	86302554	86338261	KLHL25	-	H. sapiens	612	0.00144607523298057
hs19	3185561	3209573	NCLN	+	H. sapiens	613	0.00144593383029057
hs17	12895708	12921504	ELAC2	-	H. sapiens	614	0.00144360855378489
hs13	74260226	74708394	KLF12	-	H. sapiens	615	0.00144354800665403
hs1	160965001	160991138	F11R	-	H. sapiens	616	0.00144347929700628
hsX	134021656	134049297	MOSPD1	-	H. sapiens	617	0.00144310697049432
hs1	86115106	86174116	ZNHIT6	-	H. sapiens	618	0.00143970264502913
hs1	202300785	202311108	UBE2T	-	H. sapiens	619	0.00143847129828345
hs17	37827375	37853050	PGAP3	-	H. sapiens	620	0.00143836100292061
hs2	227867427	228028829	COL4A4	-	H. sapiens	621	0.00143745583259014
hs11	65306276	65326401	LTBP3	-	H. sapiens	622	0.00143485344324867
hs4	2932288	2936586	MFSD10	-	H. sapiens	623	0.00143125585679782
hs14	100800125	100843142	WARS	-	H. sapiens	624	0.00142988683382528
hs19	36486090	36487220	SDHAF1	+	H. sapiens	625	0.00142660613008838
hs11	111957497	111990353	SDHD	+	H. sapiens	626	0.00142497069354308
hs8	17086737	17104387	CNOT7	-	H. sapiens	627	0.00142421188959418
hs12	58213710	58240522	CTDSP2	-	H. sapiens	628	0.00141889632313974
hs4	40425272	40632892	RBM47	-	H. sapiens	629	0.00141809200981124
hs3	97660662	97691301	MINA	-	H. sapiens	630	0.00141459433947533
hs1	179050512	179067158	TOR3A	+	H. sapiens	631	0.00141179362365251
hs6	131456806	131604675	AKAP7	+	H. sapiens	632	0.00141112610575034
hsX	100645812	100651105	RPL36A	+	H. sapiens	633	0.00141096667753915
hs10	3818188	3827473	KLF6	-	H. sapiens	634	0.00141009869048347
hs3	42623332	42636606	SS18L2	+	H. sapiens	635	0.00140747446960809
hs13	51483814	51544592	RNASEH2B	+	H. sapiens	636	0.00140465230360676
hs6	53362139	53481768	GCLC	-	H. sapiens	637	0.00140196477989307
hs15	66585555	66626236	DIS3L	+	H. sapiens	638	0.00140087134863176
hs19	51300961	51308186	C19orf48	-	H. sapiens	639	0.00139529626814128
hs11	64083932	64085556	TRMT112	-	H. sapiens	640	0.00139418470146013
hs20	49348081	49373332	PARD6B	+	H. sapiens	641	0.00139365773907807
hs2	201675317	201688569	BZW1	+	H. sapiens	642	0.00139336783339716
hs8	126036502	126104082	KIAA0196	-	H. sapiens	643	0.00139148397131095
hs1	92764522	92867613	RPAP2	+	H. sapiens	644	0.00139115289532499
hs18	56806709	56826068	SEC11C	+	H. sapiens	645	0.00139037977161249
hs4	110631145	110651233	PLA2G12A	-	H. sapiens	646	0.00138800053312338
hs1	243287730	243418650	CEP170	-	H. sapiens	647	0.00138438831515597
hs2	96931870	96939087	CIAO1	+	H. sapiens	648	0.00138163258783064
hs1	78245309	78344106	FAM73A	+	H. sapiens	649	0.00138066131819048
hs12	89741009	89747048	DUSP6	-	H. sapiens	650	0.00138062867920996
hs7	145813453	148118090	CNTNAP2	+	H. sapiens	651	0.00137904207059969
hs5	79950467	80172279	MSH3	+	H. sapiens	652	0.00137805444313821
hs21	40546695	40555777	PSMG1	-	H. sapiens	653	0.00137794881469078
hs19	47616531	47713886	SAE1	+	H. sapiens	654	0.00137413049386925
hs22	42017123	42060044	XRCC6	+	H. sapiens	655	0.00137349790379326
hs1	33473585	33546597	AK2	-	H. sapiens	656	0.0013719515631857
hs5	176830205	176869902	GRK6	+	H. sapiens	657	0.00137162519591605
hs5	118373467	118584833	DMXL1	+	H. sapiens	658	0.00136620740281823
hs16	27561454	27791690	KIAA0556	+	H. sapiens	659	0.00136293871146698
hs5	176946789	176981542	FAM193B	-	H. sapiens	660	0.00136152517986443
hs3	169490619	169507504	MYNN	+	H. sapiens	661	0.0013607855709068
hs15	93586636	93632433	RGMA	-	H. sapiens	662	0.00136016984379916
hs16	30234258	30265831	RP11-347C12.1	-	H. sapiens	663	0.00135906987711409
hsX	77223458	77225135	PGAM4	-	H. sapiens	664	0.00135892072269028
hs2	70120692	70132707	SNRNP27	+	H. sapiens	665	0.00135804132507478
hs2	208627310	208634287	FZD5	-	H. sapiens	666	0.00135726185925267
hs20	5986736	6020699	CRLS1	+	H. sapiens	667	0.00135642378306788
hsX	48970334	48980151	GPKOW	-	H. sapiens	668	0.00135424004819862
hs16	29802040	29816706	KIF22	+	H. sapiens	669	0.00135150297294062
hs11	46698630	46722165	ARHGAP1	-	H. sapiens	670	0.00135013433979936
hs21	35275757	35288284	ATP5O	-	H. sapiens	671	0.00134728180282051
hs9	115983808	116028674	SLC31A1	+	H. sapiens	672	0.00134497734252015
hs10	14880163	14913740	HSPA14	+	H. sapiens	673	0.00134463520995975
hs1	17393256	17445948	PADI2	-	H. sapiens	674	0.00134321605201893
hs10	75006510	75012451	MRPS16	-	H. sapiens	675	0.00134186565344219
hs22	19437433	19466738	UFD1L	-	H. sapiens	676	0.00134097576724079
hs11	61447905	61514473	DAGLA	+	H. sapiens	677	0.00134051971353832
hs2	241653181	241759725	KIF1A	-	H. sapiens	678	0.00134003493132495
hs7	112756773	112758668	LINC00998	-	H. sapiens	679	0.0013389408371326
hs5	54455946	54462899	GPX8	+	H. sapiens	680	0.00133885489392283
hs8	144939497	144952632	EPPK1	-	H. sapiens	681	0.00133877737098131
hs1	26158414	26185903	AUNIP	-	H. sapiens	682	0.00133706610303874
hsX	103343898	103401708	SLC25A53	-	H. sapiens	683	0.00133623808748229
hs7	5566782	5603415	ACTB	-	H. sapiens	684	0.00133461736423335
hs11	62515791	62521660	ZBTB3	-	H. sapiens	685	0.00133251440889992
